classification_id,user_id,subject_id,subject_data,annotations
6047,141,113,"{""113"": {""num_classifications"": 32, ""sdss_specobjid"": 2083067998171588608}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6048,62,52,"{""52"": {""num_classifications"": 32, ""sdss_specobjid"": 2106621179761551360}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6049,11,108,"{""108"": {""num_classifications"": 32, ""sdss_specobjid"": 2394954093341730816}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6050,11,37,"{""37"": {""num_classifications"": 32, ""sdss_specobjid"": 2980368179500443648}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6051,150,9,"{""9"": {""num_classifications"": 32, ""sdss_specobjid"": 2671916123049453568}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6052,15,36,"{""36"": {""num_classifications"": 32, ""sdss_specobjid"": 3248345551502075904}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6053,193,121,"{""121"": {""num_classifications"": 32, ""sdss_specobjid"": 2285670877838206976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6054,114,99,"{""99"": {""num_classifications"": 32, ""sdss_specobjid"": 2401694375470983168}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6055,132,81,"{""81"": {""num_classifications"": 32, ""sdss_specobjid"": 1173226506432833536}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6056,176,170,"{""170"": {""num_classifications"": 32, ""sdss_specobjid"": 2258704805025310720}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6057,28,20,"{""20"": {""num_classifications"": 32, ""sdss_specobjid"": 2942046075868964864}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6058,10,154,"{""154"": {""num_classifications"": 32, ""sdss_specobjid"": 2271021809124009984}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6059,0,178,"{""178"": {""num_classifications"": 32, ""sdss_specobjid"": 957092200733239296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6060,199,134,"{""134"": {""num_classifications"": 32, ""sdss_specobjid"": 1968202007109986304}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6061,151,135,"{""135"": {""num_classifications"": 32, ""sdss_specobjid"": 1789071494509258752}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6062,185,3,"{""3"": {""num_classifications"": 32, ""sdss_specobjid"": 2110094829789669376}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6063,151,75,"{""75"": {""num_classifications"": 32, ""sdss_specobjid"": 1183493741701261312}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6064,62,106,"{""106"": {""num_classifications"": 32, ""sdss_specobjid"": 1535775902800046080}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6065,8,156,"{""156"": {""num_classifications"": 32, ""sdss_specobjid"": 1537008730229467136}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6066,124,2,"{""2"": {""num_classifications"": 32, ""sdss_specobjid"": 2406155648749299712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6067,116,85,"{""85"": {""num_classifications"": 32, ""sdss_specobjid"": 384085003581024256}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6068,115,138,"{""138"": {""num_classifications"": 32, ""sdss_specobjid"": 2393696525826942976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6069,137,152,"{""152"": {""num_classifications"": 32, ""sdss_specobjid"": 3107625930361694208}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6070,106,110,"{""110"": {""num_classifications"": 32, ""sdss_specobjid"": 1320702902645319680}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6071,104,183,"{""183"": {""num_classifications"": 32, ""sdss_specobjid"": 665489617117538304}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6072,78,119,"{""119"": {""num_classifications"": 32, ""sdss_specobjid"": 683488353391241216}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6073,104,128,"{""128"": {""num_classifications"": 32, ""sdss_specobjid"": 2910554132261660672}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6074,4,190,"{""190"": {""num_classifications"": 32, ""sdss_specobjid"": 711578396596922368}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6075,86,86,"{""86"": {""num_classifications"": 32, ""sdss_specobjid"": 1580935040416638976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6076,197,129,"{""129"": {""num_classifications"": 32, ""sdss_specobjid"": 1089972855115900928}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6077,4,76,"{""76"": {""num_classifications"": 32, ""sdss_specobjid"": 851185870366074880}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6078,93,57,"{""57"": {""num_classifications"": 32, ""sdss_specobjid"": 1362388685496018944}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6079,110,6,"{""6"": {""num_classifications"": 32, ""sdss_specobjid"": 1321933530900490240}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6080,162,45,"{""45"": {""num_classifications"": 33, ""sdss_specobjid"": 957093025366960128}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6081,21,106,"{""106"": {""num_classifications"": 33, ""sdss_specobjid"": 1535775902800046080}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6082,45,125,"{""125"": {""num_classifications"": 33, ""sdss_specobjid"": 2039115291484514304}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6083,132,157,"{""157"": {""num_classifications"": 33, ""sdss_specobjid"": 2723686359389726720}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6084,84,2,"{""2"": {""num_classifications"": 33, ""sdss_specobjid"": 2406155648749299712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6085,60,184,"{""184"": {""num_classifications"": 33, ""sdss_specobjid"": 2827276293333084160}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6086,71,185,"{""185"": {""num_classifications"": 33, ""sdss_specobjid"": 1948992727291029504}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6087,11,98,"{""98"": {""num_classifications"": 33, ""sdss_specobjid"": 2821605017339848704}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6088,36,159,"{""159"": {""num_classifications"": 33, ""sdss_specobjid"": 1496355657232705536}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6089,133,188,"{""188"": {""num_classifications"": 33, ""sdss_specobjid"": 1981690815323334656}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6090,173,27,"{""27"": {""num_classifications"": 33, ""sdss_specobjid"": 421107211050182656}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6091,3,134,"{""134"": {""num_classifications"": 33, ""sdss_specobjid"": 1968202007109986304}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6092,25,174,"{""174"": {""num_classifications"": 33, ""sdss_specobjid"": 2489471135297595392}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6093,21,96,"{""96"": {""num_classifications"": 33, ""sdss_specobjid"": 1961319338208159744}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6094,93,162,"{""162"": {""num_classifications"": 33, ""sdss_specobjid"": 3341678971891771392}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6095,116,173,"{""173"": {""num_classifications"": 33, ""sdss_specobjid"": 1396266013690980352}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6096,37,176,"{""176"": {""num_classifications"": 33, ""sdss_specobjid"": 1649491518865565696}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6097,184,110,"{""110"": {""num_classifications"": 33, ""sdss_specobjid"": 1320702902645319680}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6098,46,38,"{""38"": {""num_classifications"": 33, ""sdss_specobjid"": 2186536434167474176}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6099,15,44,"{""44"": {""num_classifications"": 33, ""sdss_specobjid"": 395220307675211776}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6100,192,16,"{""16"": {""num_classifications"": 33, ""sdss_specobjid"": 1859034251903657984}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6101,82,76,"{""76"": {""num_classifications"": 33, ""sdss_specobjid"": 851185870366074880}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6102,16,115,"{""115"": {""num_classifications"": 33, ""sdss_specobjid"": 2844198888540235776}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6103,192,180,"{""180"": {""num_classifications"": 33, ""sdss_specobjid"": 1122619559770089472}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6104,95,7,"{""7"": {""num_classifications"": 33, ""sdss_specobjid"": 1024603039966717952}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6105,144,150,"{""150"": {""num_classifications"": 33, ""sdss_specobjid"": 1496324046273406976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6106,172,55,"{""55"": {""num_classifications"": 33, ""sdss_specobjid"": 1169837811294038016}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6107,12,165,"{""165"": {""num_classifications"": 33, ""sdss_specobjid"": 1983875825325336576}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6108,101,127,"{""127"": {""num_classifications"": 33, ""sdss_specobjid"": 1991832992435169280}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6109,79,3,"{""3"": {""num_classifications"": 33, ""sdss_specobjid"": 2110094829789669376}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6110,82,163,"{""163"": {""num_classifications"": 33, ""sdss_specobjid"": 2737228763845650432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6111,127,112,"{""112"": {""num_classifications"": 33, ""sdss_specobjid"": 1954577957523580928}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6112,97,111,"{""111"": {""num_classifications"": 33, ""sdss_specobjid"": 3114243886420092928}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6113,146,81,"{""81"": {""num_classifications"": 33, ""sdss_specobjid"": 1173226506432833536}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6114,0,142,"{""142"": {""num_classifications"": 33, ""sdss_specobjid"": 407642870024005632}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6115,138,179,"{""179"": {""num_classifications"": 33, ""sdss_specobjid"": 1912915814290319360}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6116,16,77,"{""77"": {""num_classifications"": 33, ""sdss_specobjid"": 1974868625567279104}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6117,101,140,"{""140"": {""num_classifications"": 33, ""sdss_specobjid"": 1334309356556019712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6118,149,85,"{""85"": {""num_classifications"": 33, ""sdss_specobjid"": 384085003581024256}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6119,51,1,"{""1"": {""num_classifications"": 33, ""sdss_specobjid"": 956054538329024512}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6120,156,122,"{""122"": {""num_classifications"": 33, ""sdss_specobjid"": 671064971542554624}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6121,156,155,"{""155"": {""num_classifications"": 33, ""sdss_specobjid"": 506689899584317440}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6122,150,50,"{""50"": {""num_classifications"": 33, ""sdss_specobjid"": 858077053705021440}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6123,64,51,"{""51"": {""num_classifications"": 33, ""sdss_specobjid"": 1830843873782425600}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6124,97,29,"{""29"": {""num_classifications"": 33, ""sdss_specobjid"": 1380401710169614336}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6125,101,28,"{""28"": {""num_classifications"": 33, ""sdss_specobjid"": 649678095942445056}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6126,177,128,"{""128"": {""num_classifications"": 33, ""sdss_specobjid"": 2910554132261660672}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6127,88,35,"{""35"": {""num_classifications"": 33, ""sdss_specobjid"": 1048284325465843712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6128,181,26,"{""26"": {""num_classifications"": 33, ""sdss_specobjid"": 2028965430676187136}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6129,84,17,"{""17"": {""num_classifications"": 33, ""sdss_specobjid"": 445890478437591040}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6130,164,32,"{""32"": {""num_classifications"": 33, ""sdss_specobjid"": 2792366523753195520}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6131,98,61,"{""61"": {""num_classifications"": 33, ""sdss_specobjid"": 1628085401828747264}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6132,146,190,"{""190"": {""num_classifications"": 33, ""sdss_specobjid"": 711578396596922368}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6133,169,80,"{""80"": {""num_classifications"": 33, ""sdss_specobjid"": 2738244166759770112}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6134,0,171,"{""171"": {""num_classifications"": 33, ""sdss_specobjid"": 2015519227951212544}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6135,132,158,"{""158"": {""num_classifications"": 33, ""sdss_specobjid"": 1477284353405904896}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6136,12,148,"{""148"": {""num_classifications"": 33, ""sdss_specobjid"": 1306180276241590272}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6137,95,14,"{""14"": {""num_classifications"": 33, ""sdss_specobjid"": 1032542613816764416}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6138,67,121,"{""121"": {""num_classifications"": 33, ""sdss_specobjid"": 2285670877838206976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6139,159,181,"{""181"": {""num_classifications"": 33, ""sdss_specobjid"": 2262052000478816256}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6140,0,138,"{""138"": {""num_classifications"": 33, ""sdss_specobjid"": 2393696525826942976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6141,9,177,"{""177"": {""num_classifications"": 33, ""sdss_specobjid"": 1378167777939974144}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6142,74,113,"{""113"": {""num_classifications"": 33, ""sdss_specobjid"": 2083067998171588608}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6143,47,31,"{""31"": {""num_classifications"": 33, ""sdss_specobjid"": 2981511396547651584}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6144,139,12,"{""12"": {""num_classifications"": 33, ""sdss_specobjid"": 2168562990821959680}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6145,161,53,"{""53"": {""num_classifications"": 33, ""sdss_specobjid"": 961587554610604032}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6146,51,183,"{""183"": {""num_classifications"": 33, ""sdss_specobjid"": 665489617117538304}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6147,45,34,"{""34"": {""num_classifications"": 33, ""sdss_specobjid"": 1184570438429206528}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6148,126,123,"{""123"": {""num_classifications"": 33, ""sdss_specobjid"": 2366661739308673024}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6149,194,10,"{""10"": {""num_classifications"": 33, ""sdss_specobjid"": 985184173335537664}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6150,185,58,"{""58"": {""num_classifications"": 33, ""sdss_specobjid"": 1507733403556931584}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6151,38,130,"{""130"": {""num_classifications"": 33, ""sdss_specobjid"": 2098837186001528832}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6152,84,23,"{""23"": {""num_classifications"": 33, ""sdss_specobjid"": 1337632630585190400}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6153,63,186,"{""186"": {""num_classifications"": 33, ""sdss_specobjid"": 374938451679668224}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6154,80,133,"{""133"": {""num_classifications"": 33, ""sdss_specobjid"": 1967062637564946432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6155,123,94,"{""94"": {""num_classifications"": 33, ""sdss_specobjid"": 1990718361515878400}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6156,51,65,"{""65"": {""num_classifications"": 33, ""sdss_specobjid"": 1827420537903671296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6157,167,62,"{""62"": {""num_classifications"": 33, ""sdss_specobjid"": 973963106898176000}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6158,150,37,"{""37"": {""num_classifications"": 33, ""sdss_specobjid"": 2980368179500443648}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6159,93,90,"{""90"": {""num_classifications"": 33, ""sdss_specobjid"": 1378153209410906112}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6160,153,129,"{""129"": {""num_classifications"": 33, ""sdss_specobjid"": 1089972855115900928}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6161,51,160,"{""160"": {""num_classifications"": 33, ""sdss_specobjid"": 2985927585386489856}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6162,54,69,"{""69"": {""num_classifications"": 33, ""sdss_specobjid"": 1894961069118482432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6163,110,42,"{""42"": {""num_classifications"": 33, ""sdss_specobjid"": 2924009408054716416}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6164,146,161,"{""161"": {""num_classifications"": 33, ""sdss_specobjid"": 602448018041497600}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6165,126,97,"{""97"": {""num_classifications"": 33, ""sdss_specobjid"": 2072838137037481984}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6166,134,66,"{""66"": {""num_classifications"": 33, ""sdss_specobjid"": 2925149601629497344}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6167,85,182,"{""182"": {""num_classifications"": 33, ""sdss_specobjid"": 1360126714713237504}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
6168,190,70,"{""70"": {""num_classifications"": 33, ""sdss_specobjid"": 2558137834250725376}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
6169,5,117,"{""117"": {""num_classifications"": 33, ""sdss_specobjid"": 2821531075182880768}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
